Date,Adj Close,Close,High,Low,Open,Volume,SMA_20,SMA_50,EMA_20,EMA_50,RSI,MACD,MACD_Signal,MACD_Hist
2014-03-18,0.002586955304996655,0.0029355719197097924,0.0023645811755483997,0.0030794667840004647,0.0017081606168362629,0.23458683932767255,8.545629635343943e-05,0.00043467981862266303,0.000427506766634278,0.00017165965323837074,0.4388049720668335,0.38084577097250794,0.35318679836196587,0.6152288260809008
2014-03-19,0.002560032803887613,0.002904998148951232,0.0032925948181405373,0.003923151278559717,0.0030921044741471226,0.2556030532822116,2.4457408590347618e-05,0.00039612365398850047,0.0004562613106252472,0.00017477826292974785,0.43678675073232415,0.38106255422614116,0.3531963261635665,0.6158494659364039
2014-03-20,0.0020672676712904237,0.002345839926398044,0.002516723692834566,0.003556819114639606,0.002576383790458936,0.23284976901193416,0.0,0.0003629080796149625,0.0004331210857696499,0.0001567838210337763,0.3991361271787211,0.38068373774731706,0.35311778798159427,0.6149269999736121
2014-03-21,0.002869894001780643,0.0032566490048412805,0.0027514373016658683,0.003330355997672091,0.003020286144677725,0.46326474631929715,7.607428801842397e-05,0.00033284061379011687,0.0004922514226380625,0.0001736852288190538,0.45941160515921914,0.3812586517098475,0.35318571951505623,0.61646122830544
2014-03-24,0.004086420030960755,0.0046370763347034355,0.004218437980817155,0.005268614200462263,0.0044325157323977515,0.4377461707392119,0.00019228245214379658,0.0003568015917174011,0.0006671059762972248,0.00024174527396134127,0.5390537206363926,0.3830266912642331,0.3536421988749722,0.6205311555381711
2014-03-25,0.005202805627537735,0.005903910616245553,0.005359437219396551,0.006274376518249386,0.005102727172067514,0.3356368154304368,0.0004212050388770483,0.00041901307330784177,0.0009366737914378309,0.0003546919646101043,0.6012070213510488,0.38559989915944387,0.3545926490916835,0.6257053588289059
2014-03-26,0.004199980620026023,0.004765938771013972,0.006065771739494907,0.00611231055235005,0.006195074666425923,0.35994411552129635,0.0006451394372244679,0.00044859537090305435,0.0010805307466413144,0.00042049114746696425,0.5182621295268701,0.38645800700657035,0.35554818275785943,0.6257586065065511
2014-03-27,0.0037534404707983415,0.0042592027254119424,0.004435776143479911,0.005281941837693108,0.004780671935079597,0.2518134357548272,0.0007428801599140555,0.00042538533167449377,0.0011661420144996326,0.0004646883036367455,0.48366419546072986,0.3865706968095246,0.35633824057451724,0.6240252943620469
2014-03-28,0.0036379191064669636,0.004128147283034039,0.0038793904470632717,0.005088774099145682,0.004410749432867622,0.22195218438539593,0.0008489061106574797,0.0003551508728846797,0.001232075887898837,0.0005022312720348587,0.4745389731162693,0.3864599371232122,0.35694509494210064,0.6221062906879751
2014-03-31,0.0036148477088746023,0.004101947859484367,0.004285815712953722,0.005461770081681222,0.004608772787909457,0.1775867853571983,0.0009385595251107104,0.0002970628226149491,0.0012894288362116785,0.0005373191743874295,0.4726039704166218,0.38627643366147885,0.35738884124463766,0.6203977804078671
2014-04-01,0.004559929645974514,0.005174386151064053,0.004516188361954013,0.005648274001613232,0.004288890694547867,0.22222481873988403,0.0010424881347724096,0.0003142174836514994,0.001435597120344606,0.0006112895736179458,0.5380736812100211,0.38709636092895344,0.35793032774621086,0.6214215810077062
2014-04-02,0.004733123633702152,0.005370963482167951,0.004866088295285453,0.0064231385615749065,0.005294207854052518,0.19393316229700563,0.0011442183119993454,0.0003009217300447564,0.0015851217416947005,0.0006897368707027979,0.5494914063150311,0.38784932209685796,0.3585347752124766,0.622081079085819
2014-04-03,0.004009386219457747,0.004549706039784829,0.004653102699298195,0.005841441740160658,0.005078787728911044,0.16878848526021836,0.001224484237261056,0.00026234337631889093,0.0016482088288211072,0.0007342781189998149,0.48186555138128967,0.3875607596239881,0.3589527007059453,0.6201273148259142
2014-04-04,0.002667816737677839,0.003027304896911387,0.004109763096063548,0.004273950342148544,0.004734977813481894,0.325841452551329,0.001238263110465529,0.00017630405135135585,0.0015714581194048033,0.0007199246272190651,0.37459909877038405,0.3857840966875219,0.35888294561084444,0.6150190002938081
2014-04-07,0.0010605915602620308,0.001203493733957589,0.0021320380466326033,0.002344573278402748,0.0021694713622435746,0.34614881718419904,0.001163883625069237,9.721290387197656e-05,0.0013416867695922041,0.0006376696218514388,0.2730749492737326,0.3825713896043945,0.35809642305353845,0.6075110663527366
2014-04-08,0.001054767940309967,0.0011969497105331073,0.0010931906462158247,0.001636311332609719,0.001553669860854659,0.2822160610567419,0.001037590076026551,0.0,0.0011332174648898824,0.0005583922290673254,0.27273844149108356,0.38002075373882865,0.35688707220454036,0.6030820610618522
2014-04-09,0.002379077903280305,0.0026996837883554586,0.0020429323016519924,0.002373434015964848,0.000998786107536731,0.22974952692375533,0.0009747910313999963,0.00010967581859323838,0.0010767101429765003,0.0005386365590830527,0.38065479141993913,0.3794719313196638,0.3557947638724567,0.6043080479148079
2014-04-10,0.00106249362968186,0.0012056867400249693,0.0024232653811784577,0.0026287578704944636,0.0027482829376290624,0.27632326422330644,0.0009032067828112778,0.00021475837054779623,0.0008942473907532777,0.00046357191385791585,0.29988645724557544,0.3776108538665052,0.35449762194369006,0.6021624746377
2014-04-11,0.0003176573342804634,0.00036039955030776893,0.0003781625996109317,0.0012899587672073054,0.0002067159295471993,0.320926244617558,0.0008524930267352071,0.0003079640241858972,0.0006548602110349744,0.0003597225282701011,0.2594189570256052,0.3753678689895773,0.3529497496901962,0.5995361462755222
2014-04-14,0.0007160821718880661,0.0008125320778171324,0.00023254312891579643,0.0013055037248671242,0.0008377642995872348,0.22906015148454972,0.0008019802353969457,0.0004062995963713817,0.0004780170479394136,0.000276917723601125,0.2920197519223278,0.3741009807941642,0.35142330279877226,0.5997605708086753
2014-04-15,0.0,0.0,0.000119527284331164,0.0,0.0004830770449374272,0.31365469690571135,0.0006678015608238136,0.00048565040608672394,0.0002465826525284015,0.00016685657912252072,0.25203573897663994,0.37239495980713283,0.34981411704890747,0.5988939049563738
2014-04-16,0.0002020890052720492,0.00022934410792986581,0.0,0.0006238851962071801,0.0,0.2417064907563044,0.0005455011202228077,0.0005397956542147753,5.7349203449408304e-05,6.972012245747006e-05,0.26971157720361644,0.37136802548184356,0.3482931959909367,0.5998184523319356
2014-04-17,0.0013434950335382417,0.0015245708190890495,0.0014496136261382686,0.001747319642000214,0.00042432081940391164,0.3384761074936056,0.0005079609072016072,0.00060273862788425,0.0,2.501442299558676e-05,0.3636161717937008,0.3719116522885239,0.3472001050743796,0.6042998505665187
2014-04-21,0.002542726320401034,0.002885342748826014,0.002401525761489956,0.0028041514736246304,0.001586301878516494,0.19689319243144776,0.0004909915665385206,0.0006790080209837929,6.774304990471436e-05,3.3146606411293966e-05,0.4479451390527495,0.3737427919553133,0.34674211836416874,0.6109523852843688
2014-04-22,0.0026447101165777143,0.003001105473361673,0.0023341596361978745,0.0033680978742786083,0.0022325738750297863,0.22473305480117445,0.000416213805570928,0.0007281369138371768,0.00013920786853569012,4.5304174843358025e-05,0.4547540264736764,0.3753623478703292,0.34674409106819,0.6157703284524418
