Date,Adj Close,Close,High,Low,Open,Volume,SMA_20,SMA_50,EMA_20,EMA_50,RSI,MACD,MACD_Signal,MACD_Hist
2014-03-14,0.0,0.0234391959852569,0.01771927728039291,0.11082257435311216,0.024549552142527853,0.09322395417784465,0.0,0.0,0.0,0.0,0.5174822138815873,0.5945377457107313,0.5969388353227245,0.4820158398910251
2014-03-17,0.008911711128538946,0.03606036765016274,0.026124523260337318,0.11830077515055337,0.02882888626136837,0.06707148377607974,0.000751092105421125,0.000598378826327628,0.0012681073735270054,0.0007731944807607416,0.6113590902629085,0.5977130487032322,0.5990046769802764,0.48579388918328226
2014-03-18,0.008991298502446066,0.03617308047945311,0.0268060039278728,0.12141671856339808,0.036036086347559726,0.0674159709988166,0.0017463615981311298,0.0010612272629331176,0.002423301201163741,0.001519371469634323,0.6121256861773599,0.5996953562701169,0.6011455609728052,0.4864087894671934
2014-03-19,0.006206404335395543,0.032228905226565185,0.028169051921218324,0.11560029614220357,0.03592344968216876,0.06823167390446816,0.002813840470497264,0.0013847641211072181,0.0031934916532601054,0.002120679066195841,0.5663147233351391,0.5987189885940948,0.602617804415486,0.48092991858634865
2014-03-20,0.010423290303037791,0.03820148153319369,0.026238132257684565,0.11601576054669827,0.031756752228719654,0.06447979752004898,0.0037974277140745416,0.0014696466218986348,0.00430671271615124,0.002873458891933578,0.6110281149682739,0.6003278130399098,0.6041918269135355,0.48176390076536396
2014-03-21,0.024825202391770662,0.05859811892518896,0.04600185154068459,0.12557120412488076,0.04583332832153153,0.3904289669131625,0.0056047652667899905,0.0018813391437542126,0.006735980619228532,0.004194575404936174,0.7291657846698567,0.611059975818781,0.608094205050519,0.5008425520875176
2014-03-24,0.019016568945985912,0.05037180188093737,0.04032261488915667,0.1324262479364463,0.051801868754829394,0.21114032410357464,0.007280939330797431,0.0020746122051269467,0.00836033589353602,0.005222753302001171,0.6406896705310805,0.6146967219132443,0.6121117799896943,0.5017864798903381
2014-03-25,0.03636221798973405,0.0749379542097035,0.06610631115745225,0.14447439869986523,0.05630630437124773,0.21512423851367152,0.009850525472738236,0.0026336286987829194,0.0115427278666842,0.006930669451736704,0.751570302862864,0.6289107412042779,0.6188265256809602,0.5238872189161873
2014-03-26,0.03373666455042257,0.0712192905900948,0.0748523841294384,0.1584960648159336,0.07668924497692897,0.16243018779015908,0.012284878787817033,0.0031771899571382267,0.014162783533210765,0.008462615558768816,0.7158732111404913,0.637296015325308,0.6262634812111648,0.5298050389725981
2014-03-27,0.03556684219043704,0.07381108384089208,0.06610631115745225,0.15029082112105996,0.0718468993643373,0.11744158442703564,0.014711046406924555,0.0037227006986542133,0.01671402476359196,0.010010460354331951,0.7267347228842012,0.6441322515957774,0.6338967013513362,0.5314132400557243
2014-03-28,0.03684007419302626,0.07561414521074905,0.07201276580367444,0.15756125009538724,0.07668924497692897,0.11960846260528726,0.01689132255828163,0.0042817962966764656,0.01914801160832269,0.011550460228566428,0.7345182349278283,0.6492878127026869,0.6412730097523313,0.529308093655254
