Date,Adj Close,Close,High,Low,Open,Volume,SMA_20,SMA_50,EMA_20,EMA_50,RSI,MACD,MACD_Signal,MACD_Hist
2014-03-18,16.616262435913086,18.97857093811035,18.99892807006836,18.757143020629883,18.78214263916016,209647200,16.547926807403563,16.570745067596434,16.565062943272938,16.599995877631535,51.59965769819966,0.007829390713322226,0.009902699100650685,-0.0020733083873284586
2014-03-19,16.611888885498047,18.97357177734375,19.15142822265625,18.89285659790039,19.009286880493164,224756000,16.53837432861328,16.564845714569092,16.569522556818185,16.60046227009689,51.45905730751522,0.010399297599292368,0.010002018800379021,0.0003972787989133461
2014-03-20,16.53183937072754,18.882143020629883,19.023929595947266,18.83392906188965,18.92464256286621,208398400,16.534544277191163,16.559763507843016,16.56593368195241,16.597771176003977,48.83610793589116,0.005908530618295771,0.009183321163962373,-0.003274790545666602
2014-03-21,16.6622257232666,19.03107070922852,19.0625,18.79750061035156,18.997499465942383,374046400,16.54645757675171,16.555162982940672,16.575104352553762,16.600298805308395,53.03522901733092,0.012723980273126045,0.009891452985795107,0.002832527287330938
2014-03-24,16.85984992980957,19.256786346435547,19.303571701049805,19.109285354614254,19.229286193847656,355700800,16.56465587615967,16.558829174041747,16.602222978959077,16.61047728077903,58.5835365094567,0.0336836113762331,0.014649884663882708,0.019033726712350395
2014-03-25,17.04120635986328,19.46392822265625,19.491071701049805,19.27107048034668,19.33928680419922,282293200,16.600505352020264,16.56834794998169,16.644030919997572,16.62736861721371,62.91347704342344,0.06418829556242045,0.024557566843590256,0.039630728718830194
2014-03-26,16.878297805786133,19.277856826782227,19.60714340209961,19.2450008392334,19.51857185363769,299768000,16.63557367324829,16.572874240875244,16.666342051977434,16.637208977549882,57.13507999828777,0.07436093218575834,0.03451823991202388,0.039842692273734465
2014-03-27,16.805757522583008,19.19499969482422,19.33928680419922,19.11142921447754,19.28642845153809,222031600,16.65087995529175,16.56932294845581,16.67961971584463,16.643818724413926,54.72479775451365,0.0756968393452695,0.042753959798673004,0.03294287954659649
2014-03-28,16.786991119384766,19.17357063293457,19.24785614013672,19.08035659790039,19.2257137298584,200564000,16.667483711242674,16.55857660293579,16.689845563800834,16.649433328138272,54.08908461206711,0.07438381319693121,0.04907993047832465,0.025303882718606563
2014-03-31,16.78324317932129,19.169286727905277,19.31464385986328,19.140356063842773,19.258214950561523,168669200,16.681523513793945,16.549688739776613,16.698740574802784,16.654680773282703,53.95428168887235,0.07220842925004334,0.053705630232668396,0.018502799017374942
