date,portfolio_value,cash,shares_held,trade_type,trade_shares,trade_price
2025-04-08,88758.87284902297,0.5536742717085872,92429,Buy,0,0.9602864812423726
2025-04-09,103777.06075777195,0.5536742717085872,92429,Buy,0,1.1227699865139755
2025-04-10,98986.92307647702,0.5536742717085872,92429,Buy,0,1.0709449350550726
2025-04-11,103379.29558000648,0.5536742717085872,92429,Buy,0,1.1184665192281078
2025-04-14,105862.44558468006,0.5536742717085872,92429,Buy,0,1.1453320052192315
2025-04-15,105646.52062972536,0.5536742717085872,92429,Buy,0,1.142995888254267
2025-04-16,101174.58814520577,0.5536742717085872,92429,Buy,0,1.0946135354805748
2025-04-17,102714.47834907036,0.5536742717085872,92429,Buy,0,1.1112737850111831
2025-04-21,100543.85564641363,0.5536742717085872,92429,Buy,0,1.087789567907712
2025-04-22,104282.78407211664,0.5536742717085872,92429,Buy,0,1.1282414653176485
2025-04-23,107044.35928307049,0.5536742717085872,92429,Buy,0,1.1581192656936543
2025-04-24,109186.55778474937,0.5536742717085872,92429,Buy,0,1.1812959580919156
2025-04-25,109703.6455704075,0.5536742717085872,92429,Buy,0,1.1868903904200607
2025-04-28,110192.31783688394,0.5536742717085872,92429,Buy,0,1.1921773919723488
2025-04-29,110800.3213930493,0.5536742717085872,92429,Buy,0,1.1987554524962682
2025-04-30,111533.33413366205,0.5536742717085872,92429,Buy,0,1.2066860017893772
2025-05-01,111999.27745751174,0.5536742717085872,92429,Buy,0,1.2117270962927222
2025-05-02,107470.5226164251,0.5536742717085872,92429,Buy,0,1.162729975896671
2025-05-05,103799.78970039877,0.5536742717085872,92429,Buy,0,1.1230158935629193
2025-05-06,103583.85606364776,0.5536742717085872,92429,Buy,0,1.1206796826686003
2025-05-07,102299.67080523292,0.5536742717085872,92429,Buy,0,1.1067859344032849
2025-05-08,103004.27670846035,0.5536742717085872,92429,Buy,0,1.1144091468498918
2025-05-09,103595.22921675745,0.5536742717085872,92429,Buy,0,1.1208027301224264
2025-05-12,110718.72987173272,0.5536742717085872,92429,Buy,0,1.19787270442676
2025-05-13,111936.32575278025,0.5536742717085872,92429,Buy,0,1.2110460145463928
2025-05-14,111594.94884176848,0.5536742717085872,92429,Buy,0,1.207352618415181
2025-05-15,111094.25228746234,0.5536742717085872,92429,Buy,0,1.201935524707512
2025-05-16,110986.14656034658,0.5536742717085872,92429,Buy,0,1.2007659163906876
2025-05-19,109575.1028948794,0.5536742717085872,92429,Buy,0,1.185499672403766
2025-05-20,108482.68115240838,0.5536742717085872,92429,Buy,0,1.1736806357110503
2025-05-21,105768.69086679355,0.5536742717085872,92429,Buy,0,1.1443176621246778
2025-05-22,105353.34505158756,0.5536742717085872,92429,Buy,0,1.1398239878968273
2025-05-23,101888.3186163097,0.5536742717085872,92429,Buy,0,1.1023354676783044
2025-05-27,104699.03279413441,0.5536742717085872,92429,Buy,0,1.132744908198322
2025-05-28,104818.51167435983,0.5536742717085872,92429,Buy,0,1.1340375639689722
2025-05-29,104551.094985746,0.5536742717085872,92429,Buy,0,1.1311443520050448
2025-05-30,105063.17337495807,0.5536742717085872,92429,Buy,0,1.1366845870958937
2025-06-02,105546.7928360072,0.5536742717085872,92429,Buy,0,1.141916921764116
2025-06-03,106440.08021750365,0.5536742717085872,92429,Buy,0,1.1515815008626291
2025-06-04,106184.0453637958,0.5536742717085872,92429,Buy,0,1.1488114302818822
2025-06-05,104937.99923638153,0.5536742717085872,92429,Buy,0,1.1353303136689763
2025-06-06,106809.90737488221,0.5536742717085872,92429,Buy,0,1.1555827034871144
2025-06-09,105404.55028596986,0.5536742717085872,92429,Buy,0,1.1403779832271057
2025-06-10,106098.69462469565,0.5536742717085872,92429,Buy,0,1.1478880108020637
2025-06-11,103885.40089338692,0.5536742717085872,92429,Buy,0,1.1239421309233597
2025-06-12,104124.36733563406,0.5536742717085872,92429,Buy,0,1.1265275363940144
2025-06-13,102559.6992852236,0.5536742717085872,92429,Buy,0,1.1095992124869023
2025-06-16,103680.57127406135,0.5536742717085872,92429,Buy,0,1.121726055672891
2025-06-17,102098.83481219015,0.5536742717085872,92429,Buy,0,1.1046130666556864
2025-06-18,102633.66818941785,0.5536742717085872,92429,Buy,0,1.1103994905835413
2025-06-20,105148.51543226196,0.5536742717085872,92429,Buy,0,1.1376079126463583
2025-06-23,105433.00053233658,0.5536742717085872,92429,Buy,0,1.1406857897203786
2025-06-24,104750.2380285167,0.5536742717085872,92429,Buy,0,1.1332989035286003
2025-06-25,105467.1373552581,0.5536742717085872,92429,Buy,0,1.141055119940564
2025-06-26,105148.51543226196,0.5536742717085872,92429,Buy,0,1.1376079126463583
2025-06-27,105194.03409008944,0.5536742717085872,92429,Buy,0,1.138100384249724
2025-06-30,107521.12012506876,0.5536742717085872,92429,Buy,0,1.1632773961721652
2025-07-01,109028.89636454202,0.5536742717085872,92429,Buy,0,1.1795902010220851
2025-07-02,111657.53591105674,0.5536742717085872,92429,Buy,0,1.2080297551286396
2025-07-03,112289.09318049425,0.5536742717085872,92429,Buy,0,1.2148626459901388
2025-07-07,110240.79698723846,0.5536742717085872,92429,Buy,0,1.192701893485451
2025-07-08,110274.93381016002,0.5536742717085872,92429,Buy,0,1.193071223705637
2025-07-09,110917.87291450347,0.5536742717085872,92429,Buy,0,1.200027255950316
2025-07-10,111640.46749959594,0.5536742717085872,92429,Buy,0,1.2078450900185465
2025-07-11,110929.25474940939,0.5536742717085872,92429,Buy,0,1.2001503973334957
2025-07-14,109484.06557922439,0.5536742717085872,92429,Buy,0,1.1845147291970344
2025-07-15,109762.86410274422,0.5536742717085872,92429,Buy,0,1.187531082544142
2025-07-16,110360.28454926013,0.5536742717085872,92429,Buy,0,1.1939946431854551
2025-07-17,110280.62906851109,0.5536742717085872,92429,Buy,0,1.1931328413619036
2025-07-18,110940.62790251907,0.5536742717085872,92429,Buy,0,1.2002734447873218
2025-07-21,111680.29089907232,0.5536742717085872,92429,Buy,0,1.2082759439656452
2025-07-22,112772.71264154337,0.5536742717085872,92429,Buy,0,1.2200949806583612
2025-07-23,112630.47009150607,0.5536742717085872,92429,Buy,0,1.218556042121351
2025-07-24,112408.57206071969,0.5536742717085872,92429,Buy,0,1.2161553017607891
2025-07-25,112476.85438835906,0.5536742717085872,92429,Buy,0,1.2168940561305148
2025-07-28,112573.57828056887,0.5536742717085872,92429,Buy,0,1.2179405230641591
2025-07-29,110991.84181869765,0.5536742717085872,92429,Buy,0,1.2008275340469543
2025-07-30,109728.72727982265,0.5536742717085872,92429,Buy,0,1.1871617523239562
2025-07-31,108886.65381450471,0.5536742717085872,92429,Buy,0,1.178051262485075
